134,Koo,408 Irving St,4,$$$,94122,CA,San Francisco,(415) 731-7077,No,Yes,Koi,40 West 40th Street,3.7,$$$,10018,NY,New York,(212) 921-3330,No,No,F
135,Publican Quality Meats,825 W Fulton Market St,4.5,$$,60607,IL,Chicago,(312) 445-8977,No,Yes,Publican Quality Meats,825 W Fulton Market,3.8,$$,60607,IL,Chicago,(312) 445-8977,No,Yes,T
136,Bloodhound,1145 Folsom St,4,$$,94103,CA,San Francisco,(415) 863-2840,No,No,Mission Chinese Food,2234 Mission District Street,3.7,$$,94110,CA,San Francisco,(415) 863-2800,Yes,Yes,F
137,Capo's Chicago Pizza,641 Vallejo St,4,$$,94133,CA,San Francisco,(415) 986-8998,Yes,Yes,Capo's,641 Vallejo Street,3.4,$$$,94133,CA,San Francisco,(415) 986-8998,No,Yes,T
138,Three Dots and a Dash,435 N Clark St,4,$$,60654,IL,Chicago,(312) 610-4220,No,No,Bub City,435 North Clark Street,3.7,$$,60654,IL,Chicago,(312) 610-4200,No,Yes,T
139,Mamoun's Falafel,119 MacDougal St,4.5,$,10012,NY,New York,(212) 674-8685,No,Yes,Mamoun's Falafel,119 MacDougal Street,4.6,$$,10012,NY,New York,(212) 674-8685,No,Yes,T
140,Stella Barra Pizzeria,1954 N Halsted St,4,$$,60614,IL,Chicago,(773) 634-4101,No,Yes,Stella Barra Pizzeria,1954 N. Halsted Street,3.1,$$$,60614,IL,Chicago,(773) 634-4101,No,Yes,T
141,Artopolis,306 S Halsted St,4,$$,60661,IL,Chicago,(312) 559-9000,No,Yes,Artopolis,306 S Halsted Street,4.1,$$,60661,IL,Chicago,(312) 559-9000,No,Yes,T
142,Balthazar Restaurant,80 Spring St,4,$$$,10012,NY,New York,(212) 965-1414,No,Yes,Balthazar,80 Spring Street,4,$$$$,10012,NY,New York,(212) 965-1414,No,Yes,T
143,Zachi,1406 W Belmont Ave,4.5,$,60657,IL,Chicago,(773) 327-0000,Yes,Yes,Cozy Noodles & Rice,3456 N Sheffield Avenue,4,$$,60657,IL,Chicago,(773) 327-0100,No,Yes,F
144,Mamoun's Falafel,30 St Marks Pl,4,$,10003,NY,New York,(646) 870-5785,No,Yes,Mamoun's Falafel,22 Saint Marks Place,4.4,$$,10003,NY,New York,(212) 387-7747,No,Yes,F
145,The Bongo Room,1470 N Milwaukee Ave,4,$$,60622,IL,Chicago,(773) 489-0690,No,Yes,The Bongo Room,1470 N Milwaukee Avenue,4.2,$$,60622,IL,Chicago,(773) 489-0690,No,Yes,T
146,Russ & Daughters,179 E Houston St,4.5,$$,10002,NY,New York,(212) 475-4880,Yes,Yes,Russ & Daughters,179 E Houston Street,4.9,$$,10002,NY,New York,(212) 475-4880,No,Yes,T
147,La Folie,2316 Polk St,4.5,$$$$,94109,CA,San Francisco,(415) 776-5577,No,No,One Market,1 Market Street,3.8,$$$,94105,CA,San Francisco,(415) 777-5577,No,Yes,F
148,Regent Thai Restaurant,1700 Church St,4,$$,94131,CA,San Francisco,(415) 643-5893,No,Yes,Regent Thai,1700 Church Street,3.8,0,94131,CA,San Francisco,(415) 643-5893,No,No,T
149,Longman & Eagle,2657 N Kedzie Ave,4,$$,60647,IL,Chicago,(773) 276-7110,No,No,Longman & Eagle,2657 N Kedzie Avenue,4.6,$$$,60647,IL,Chicago,(773) 276-7110,No,No,T
150,Dynamo Donut & Coffee,2760 24th St,4,$,94110,CA,San Francisco,(415) 920-1978,No,Yes,Dynamo Donuts & Coffee,2760 24th Street,4,$,94110,CA,San Francisco,(415) 920-1978,No,Yes,T
151,Franchino,347 Columbus Ave,4,$$,94133,CA,San Francisco,(415) 982-2157,No,No,Eastern Bakery,720 Grant Avenue,3.3,$,94108,CA,San Francisco,(415) 982-5157,No,No,F
152,Intelligentsia Coffee,3123 N Broadway St,4,$$,60657,IL,Chicago,(773) 348-8058,No,Yes,Intelligentsia Coffee,1331 Abbot Kinney Blvd,4,0,90291,CA,Venice,(310) 399-1233,No,No,F
153,Jean-Georges,1 Central Park W,4.5,$$$$,10023,NY,New York,(212) 299-3900,No,No,Nougatine,1 Central Park West,3.6,$$$$,10023,NY,New York,(212) 299-3900,No,No,F
154,Yoshi's Cafe,3257 N Halsted St,4,$$$,60657,IL,Chicago,(773) 248-6160,No,Yes,Yoshi's Cafe,3257 N. Halsted Street,4.1,$$$,60657,IL,Chicago,(773) 248-6160,No,Yes,T
155,Sakagura,211 E 43rd St,4,$$$,10017,NY,New York,(212) 953-7253,No,No,Sakagura,211 E 43rd Street,3.7,$$,10017,NY,New York,(212) 953-7253,No,No,T
156,Little Star Pizza,400 Valencia St,4,$$,94103,CA,San Francisco,(415) 551-7827,No,Yes,Little Star Pizza,846 Divisadero Street,4.3,$$,94117,CA,San Francisco,(415) 441-1118,No,Yes,F
157,Sapori Trattoria,2701 N Halsted St,4.5,$$,60614,IL,Chicago,(312) 967-9358,No,Yes,Sapori Trattoria,2701 N Halsted Street,4.3,$$$,60614,IL,Chicago,(773) 832-9999,No,Yes,T
158,Blind Tiger Ale House,281 Bleecker St,4,$$,10014,NY,New York,(212) 462-4682,No,No,Blind Tiger,281 Bleecker Street,4.1,$$$,10014,NY,New York,(212) 462-4682,No,Yes,T
159,Strip House,13 E 12th St,4,$$$$,10003,NY,New York,(212) 328-0000,No,No,Strip House,13 E 12th Street,4,$$$$,10003,NY,New York,(212) 328-0000,No,No,T
160,Stumptown Coffee Roasters,616 E Pine St,4,$,98122,WA,Seattle,(206) 329-0115,No,Yes,Stumptown Coffee Roasters,20 W 29th Street,4.1,$,10016,NY,New York,(347) 414-7805,No,No,F
161,Floriole Cafe & Bakery,1220 W Webster Ave,4,$$,60614,IL,Chicago,(773) 883-1313,No,Yes,Floriole Cafe & Bakery,1220 W Webster Avenue,3.8,$$,60614,IL,Chicago,(773) 883-1313,No,Yes,T
162,Shake Shack,E 23rd St & Madison Ave,4,$$,10010,NY,New York,(212) 889-6600,No,Yes,Shake Shack,66 E Ohio Street,3.8,$$,60611,IL,Chicago,(312) 667-1701,No,Yes,F
163,Gyu-Kaku Japanese BBQ,210 E Ohio St,4,$$,60611,IL,Chicago,(312) 266-8929,No,Yes,Gyu-Kaku Japanese BBQ,210 E Ohio Street,3.8,$$,60611,IL,Chicago,(312) 266-8929,No,No,T
164,Molinari Delicatessen,373 Columbus Ave,4.5,$$,94133,CA,San Francisco,(415) 421-2337,No,Yes,Molinari Delicatessen,373 Columbus Avenue,4.4,$$,94133,CA,San Francisco,(415) 421-2337,No,Yes,T
165,The Saint,1416 E Olive Way,4,$$,98122,WA,Seattle,(206) 323-9922,No,Yes,The Saint,1416 East Olive Way,3.8,$$,98122,WA,Seattle,(206) 323-9922,No,No,T
166,Pi-Hi Cafe,3539 N Western Ave,4.5,$,60618,IL,Chicago,(773) 472-7444,Yes,Yes,The Wiener's Circle,2622 N Clark Street,3.9,$,60614,IL,Chicago,(773) 477-7444,No,Yes,F
167,Hollywood Cafe,530 N Point St,4.5,$$,94133,CA,San Francisco,(415) 563-3779,No,Yes,Hollywood Cafe,530 North Point Street,4.8,$$,94133,CA,San Francisco,(415) 563-3779,No,Yes,T
168,The Capital Grille,120 Broadway,4,$$$$,10271,NY,New York,(212) 374-1811,No,No,The Capital Grille,633 North Street  Clair Street,3.8,$$$,60611,IL,Chicago,(312) 337-9400,No,Yes,F
169,Il Corvo Pasta,217 James St,4.5,$$,98104,WA,Seattle,(206) 538-0999,No,No,Il Corvo,217 James Street,4.2,$$,98104,WA,Seattle,(206) 538-0999,No,Yes,T
170,New Eritrea Restaurant & Bar,907 Irving St,4,$$,94122,CA,San Francisco,(415) 681-1288,No,Yes,New Eritrea,907 Irving Street,3.6,$$,94122,CA,San Francisco,(415) 681-1288,Yes,Yes,T
171,Chefs Club by Food & Wine,275 Mulberry St,4,$$$,10012,NY,New York,(212) 941-1100,No,No,Chef's Club By Food and Wine,275 Mulberry Street,3.2,$$$,10012,NY,New York,(212) 941-1100,No,No,T
172,Sotto Mare,552 Green St,4.5,$$,94133,CA,San Francisco,(415) 398-3181,No,Yes,Sotto Mare,552 Green Street,4.5,$$$,94133,CA,San Francisco,(415) 398-3181,No,Yes,T
173,Myriad Gastropub,2491 Mission St,4.5,$$,94110,CA,San Francisco,(415) 525-4335,Yes,Yes,Myriad,2491 Mission District Street,4.5,$$,94110,CA,San Francisco,(415) 525-4335,No,Yes,T
174,El Techo,2518 Mission St,4,$$,94110,CA,San Francisco,(415) 550-6970,No,Yes,Lolinda,2518 Mission District Street,3.7,$$$,94110,CA,San Francisco,(415) 550-6970,No,Yes,T
175,The View,780 Mission St,4,$$,94103,CA,San Francisco,(415) 442-6003,No,No,View Lounge,Marriott Marquis,3.2,$$$,94103,CA,San Francisco,(415) 442-6003,No,No,T
176,Eight AM,1323 Columbus Ave,4.5,$$,94133,CA,San Francisco,(415) 292-4888,No,Yes,Eight AM,1323 Columbus Avenue,2.9,$$,94133,CA,San Francisco,(415) 292-4888,No,Yes,T
177,Lou Malnati's Pizzeria,1235 W Randolph St,4,$$,60607,IL,Chicago,(312) 243-4000,Yes,Yes,Lou Malnati's Pizzeria,439 N Wells Street,4.2,$$,60654,IL,Chicago,(312) 828-9800,Yes,Yes,F
178,Kinmont,419 W Superior,4,$$$,60654,IL,Chicago,(312) 915-0011,No,Yes,Goose Island Brewpub,1800 N Clybourn Avenue,3.9,$$,60614,IL,Chicago,(312) 915-0071,No,Yes,F
179,Toast,2046 N Damen Ave,4,$$,60647,IL,Chicago,(773) 772-5600,No,Yes,Toast,2046 N Damen Avenue,3.8,$$,60647,IL,Chicago,(773) 772-5600 (773) 935-5600,No,Yes,T
180,Ezell's Famous Chicken,501 23rd Ave,4,$,98122,WA,Seattle,(206) 324-4141,No,Yes,Cactus,4220 East Madison Street,3.8,$$,98112,WA,Seattle,(206) 324-4140,No,Yes,F
181,Little Star Pizza,400 Valencia St,4,$$,94103,CA,San Francisco,(415) 551-7827,No,Yes,Little Star Pizza,400 Valencia Street,4.3,$$,94103,CA,San Francisco,(415) 551-7827,No,Yes,T
182,Bean Bag Cafe,601 Divisadero St,4,$,94117,CA,San Francisco,(415) 563-3634,No,Yes,Bean Bag Cafe,601 Divisadero Street,3.6,$,94117,CA,San Francisco,(415) 563-3634,No,No,T
183,Ess-a-Bagel,324 1st Ave,4,$,10009,NY,New York,(212) 260-2252,No,Yes,Ess-a-Bagel,831 3rd Avenue,4.2,$,10022,NY,New York,(212) 980-1010,Yes,Yes,T
184,Range Restaurant,842 Valencia St,4,$$$,94110,CA,San Francisco,(415) 282-8283,No,No,Range,842 Valencia Street,3.8,$$$,94110,CA,San Francisco,(415) 282-8283,No,Yes,T
185,Tamarind,99 Hudson St,4,$$$,10013,NY,New York,(212) 775-9000,No,Yes,Tamarind,614 S Wabash Avenue,3.8,$$,60605,IL,Chicago,(312) 379-0970,Yes,Yes,F
186,Dimo's Pizza,3463 N Clark St,4,$,60657,IL,Chicago,(773) 525-4580,Yes,Yes,Dimo's Pizza,3463 N. Clark Street,3.9,$$,60657,IL,Chicago,(773) 525-4580,Yes,Yes,T
187,Skool,1725 Alameda St,4,$$,94103,CA,San Francisco,(415) 255-8800,No,Yes,Skool,1725 Alameda Street,3.5,$$$,94103,CA,San Francisco,(415) 255-8800,No,No,T
188,Spike's Coffees & Teas,4117 19th St,4.5,$,94114,CA,San Francisco,(415) 626-5573,No,Yes,Pork Store Cafe,3122 16th Street,3.4,$$,94103,CA,San Francisco,(415) 626-5523,Yes,Yes,F
189,ilili,236 5th Ave,4,$$$,10001,NY,New York,(212) 683-2929,Yes,Yes,ilili Restaurant,236 5th Avenue,4.4,$$$,10001,NY,New York,(212) 683-2929,No,Yes,T
190,Market Table,54 Carmine St,4,$$$,10014,NY,New York,(212) 255-2100,Yes,Yes,Market Table,54 Carmine Street,3.9,$$$,10014,NY,New York,(212) 255-2100,No,No,T
191,Hendrickx Belgian Bread Crafter,100 E Walton St,4.5,$$,60611,IL,Chicago,(312) 649-6717,No,Yes,Hendrickx Belgian Bread Crafter,1100 E Walton Street Walton Colonnade,3.8,$$,60611,IL,Chicago,(312) 649-6717,No,Yes,T
192,Coffee Bar,1890 Bryant St,4,$,94110,CA,San Francisco,(415) 551-8100,No,Yes,Coffee Bar,1890 Bryant Street,3.5,$$,94110,CA,San Francisco,(415) 551-8100,No,Yes,T
193,Rich Table,199 Gough St,4,$$$,94102,CA,San Francisco,(415) 355-9085,No,No,Rich Table,199 Gough Street,3.7,$$$,94102,CA,San Francisco,(415) 355-9085,No,No,T
194,Gamine,2223 Union St,4,$$,94123,CA,San Francisco,(415) 771-7771,No,Yes,Gamine,2223 Union Street,3.8,$$,94123,CA,San Francisco,(415) 771-7771,No,Yes,T
195,Roka Akor - Chicago,456 N Clark St,4,$$$,60654,IL,Chicago,(312) 477-7652,No,Yes,Roka Akor,456 North Clark Street,3.7,$$$,60654,IL,Chicago,(312) 477-7652,No,Yes,T
196,Mark,33 St Marks Pl,4,$,10003,NY,New York,(212) 677-3132,No,Yes,Markt,676 6th Avenue,4,$$$,10010,NY,New York,(212) 727-3314,No,No,F
197,Sophie's Crepes,1581 Webster St,4,$,94115,CA,San Francisco,(415) 929-7732,No,Yes,Sophie's Crepes,Japan Center,3.5,$,94115,CA,San Francisco,(415) 929-7732,No,No,T
198,Chicago Bagel Authority,953 W Armitage Ave,4,$,60614,IL,Chicago,(773) 248-9606,Yes,Yes,Chicago Bagel Authority,953 W. Armitage Avenue,4,$,60614,IL,Chicago,(773) 248-9606,Yes,Yes,T
199,Anchor Oyster Bar,579 Castro St,4.5,$$$,94114,CA,San Francisco,(415) 431-3990,No,Yes,Anchor Oyster Bar,579 Castro Street,4.4,$$,94114,CA,San Francisco,(415) 431-3990,No,Yes,T
200,Rosamunde Sausage Grill,545 Haight St,4.5,$,94117,CA,San Francisco,(415) 437-6851,Yes,Yes,Rosamunde Sausage Grill,2832 Mission District Street,3.6,$$,94110,CA,San Francisco,(415) 970-9015,No,Yes,F
201,Il Terrazzo Carmine,411 1st Ave S,4.5,$$$,98104,WA,Seattle,(206) 467-7797,No,Yes,Il Terrazzo Carmine,411 1st Avenue South,3.8,$$$$,98104,WA,Seattle,(206) 467-7797,No,Yes,T
202,Golden Boy Pizza,542 Green St,4.5,$,94133,CA,San Francisco,(415) 982-9738,No,Yes,Golden Boy Pizza,542 Green Street,4.3,$$,94133,CA,San Francisco,(415) 982-9738,No,Yes,T
203,Pizzeria Da Nella,1443 W Fullerton Ave,4,$$,60614,IL,Chicago,(773) 281-6600,No,Yes,Clark Street Dog,3040 N. Clark Street,4,$$,60657,IL,Chicago,(773) 281-6690,Yes,Yes,F
204,Homeslice,938 W Webster,4,$$,60614,IL,Chicago,(312) 789-4600,Yes,Yes,Homeslice,938 W Webster Avenue,3.5,$$,60614,IL,Chicago,(312) 789-4600,No,Yes,T
205,Samovar Tea Lounge,730 Howard St,4,$$,94103,CA,San Francisco,(415) 227-9400,Yes,Yes,Samovar Tea Lounge,730 Howard Street,3.7,$$,94103,CA,San Francisco,(415) 227-9400,No,Yes,T
206,Davanti Enoteca,1359 W Taylor St,4,$$,60607,IL,Chicago,(312) 226-5550,No,Yes,Davanti Enoteca,1359 W Taylor Street,4.5,$$,60607,IL,Chicago,(312) 226-5550,No,Yes,T
207,Cafe Central,1437 W Chicago Ave,4,$,60642,IL,Chicago,(312) 243-6776,No,Yes,Cafe Central,455 Central Avenue,3.7,$$,60035,IL,Chicago,(847) 266-7878,Yes,Yes,F
208,Bleecker Street Pizza,69 7th Ave S,4,$,10014,NY,New York,(212) 924-4466,Yes,Yes,Bleecker Street Pizza,69 7th Avenue S,3.8,$$,10014,NY,New York,(212) 924-4466,Yes,Yes,T
209,b. Patisserie,2821 California St,4.5,$$,94115,CA,San Francisco,(415) 440-1700,No,Yes,B. Patisserie,2821 California Street,3.5,$$,94115,CA,San Francisco,(415) 440-1700,No,No,T
210,Bar Crudo,655 Divisadero St,4,$$$,94117,CA,San Francisco,(415) 409-0679,No,No,Bar Crudo,655 Divisadero Street,3.8,$$$,94117,CA,San Francisco,(415) 409-0679,No,No,T
211,Parada 22,1805 Haight St,4,$$,94117,CA,San Francisco,(415) 750-1111,Yes,Yes,Parada 22,1805 Haight Street,3.5,$$,94117,CA,San Francisco,(415) 750-1111,No,No,T
212,Mughlai Indian Cuisine,329 3rd Ave,4.5,$$,10010,NY,New York,(212) 889-0909,Yes,Yes,Eleven Madison Park,11 Madison Avenue,4.8,$$$$,10010,NY,New York,(212) 889-0905,No,No,F
213,ChikaLicious Dessert Bar,203 E 10th St,4,$$,10003,NY,New York,(212) 995-9511,No,No,ChikaLicious Dessert Bar,203 East 10th Street,3.9,$,10003,NY,New York,(212) 995-9511,No,No,T
214,Bouche,603 Bush St,4,$$$,94108,CA,San Francisco,(415) 956-0396,No,No,Bouche,603 Bush Street,3.7,$$,94108,CA,San Francisco,(415) 956-0396,No,No,T
215,Hillstone Restaurant,378 Park Ave S,4,$$$,10010,NY,New York,(212) 689-1090,No,No,Hillstone,378 Park Avenue S,4,$$$,10010,NY,New York,(212) 689-1090,No,No,T
216,Mazarine Coffee,720 Market St,4.5,$,94102,CA,San Francisco,(415) 398-7700,No,Yes,Mazarine Coffee,720 Market Street,4.5,$$,94102,CA,San Francisco,(415) 398-7700,No,No,T
217,L'ardoise Bistro,151 Noe St,4.5,$$$,94114,CA,San Francisco,(415) 437-2600,No,No,Tartine Bakery,600 Guerrero Street,4.4,$$,94110,CA,San Francisco,(415) 487-2600,No,Yes,F
218,Chicago q,1160 N Dearborn St,4,$$,60610,IL,Chicago,(312) 642-1160,No,Yes,Chicago Q,1160 N Dearborn Street,4.2,$$,60610,IL,Chicago,(312) 642-1160,No,Yes,T
219,Alliance Bakery & Cafe,1736 W Division St,4,$,60622,IL,Chicago,(773) 278-0366,No,Yes,Alliance Bakery & Cafe,1736 W Division Street,3.7,$,60622,IL,Chicago,(773) 278-0366,Yes,Yes,T
220,Tiny Lounge,4352 N Leavitt St,4,$$,60618,IL,Chicago,(773) 463-0396,No,Yes,Tiny Lounge,4352 N. Leavitt Street,3.9,$$$,60618,IL,Chicago,(773) 463-0396,No,No,T
221,Julius Meinl,3601 N Southport Ave,4,$$,60613,IL,Chicago,(773) 883-1862,No,Yes,Julius Meinl,3601 N Southport Avenue,4.3,$$,60613,IL,Chicago,(773) 868-1857,No,Yes,T
222,Original Pancake House,22 E Bellevue Pl,4,$$,60611,IL,Chicago,(312) 642-7917,No,Yes,The Original Pancake House,22 E. Bellevue Place,4.2,$$,60611,IL,Chicago,(312) 642-7917,No,Yes,T
223,Palma,28 Cornelia St,4,$$$,10014,NY,New York,(212) 691-2223,No,No,Palm,840 2nd Avenue,3.9,$$$$,10017,NY,New York,(212) 687-2953,No,No,F
224,Lolinda,2518 Mission St,4,$$$,94110,CA,San Francisco,(415) 550-6970,No,No,Humphry Slocombe,2790 A Harrison Street,4.4,$,94110,CA,San Francisco,(415) 550-6971,No,Yes,F
225,Brouwer's Cafe,400 N 35th St,4,$$,98103,WA,Seattle,(206) 267-2437,No,No,Pike Place Chowder,Pike Place Market,4.2,$,98101,WA,Seattle,(206) 267-2537,No,Yes,F
226,Rubirosa,235 Mulberry St,4,$$,10012,NY,New York,(212) 965-0500,No,Yes,Rubirosa,235 Mulberry Street,4.2,$$$,10012,NY,New York,(212) 965-0500,Yes,Yes,T
227,Gilt Bar,230 W Kinzie St,4,$$$,60654,IL,Chicago,(312) 464-9544,No,No,Gilt Bar,230 W Kinzie Street,4.5,$$,60654,IL,Chicago,(312) 464-9544,No,No,T
228,Taste of India,5517 Roosevelt Way NE,4,$$,98105,WA,Seattle,(206) 528-1575,Yes,Yes,Taste of India,5517 Roosevelt Way NE,3.9,$$,98105,WA,Seattle,(206) 528-1575,Yes,Yes,T
229,ZZ's Clam Bar,169 Thompson St,4.5,$$$$,10012,NY,New York,(212) 254-3000,No,No,Jane,100 W Houston Street,4.1,$$$,10012,NY,New York,(212) 254-7000,Yes,Yes,F
230,Le Panier French Bakery,1902 Pike Pl,4.5,$,98101,WA,Seattle,(206) 441-3669,Yes,Yes,Le Panier,Pike Place Market,4.4,$,98101,WA,Seattle,(206) 441-3669,No,Yes,T
231,Wasabi,2115 N Milwaukee Ave,4,$$,60647,IL,Chicago,(773) 227-8180,No,Yes,Wasabi,2115 N Milwaukee Avenue,3.6,$$,60647,IL,Chicago,(773) 227-8180,No,Yes,T
232,Humphry Slocombe Ice Cream,1 Ferry Bldg,4.5,$,94111,CA,San Francisco,(415) 550-6971,No,Yes,Lolinda,2518 Mission District Street,3.7,$$$,94110,CA,San Francisco,(415) 550-6970,No,Yes,F
233,Smith,332 15th Ave E,4,$$,98112,WA,Seattle,(206) 709-1900,No,Yes,Smith,332 15th Avenue East,3.8,$$,98112,WA,Seattle,(206) 709-1900,No,Yes,T
234,Macku Sushi,2239 N Clybourn Ave,4,$$$,60614,IL,Chicago,(773) 880-8012,Yes,Yes,Macku Sushi,2239 N Clybourn Avenue,3.8,$$,60614,IL,Chicago,(773) 880-8012,Yes,Yes,T
235,Cafe Urbano,4176 N Elston Ave,4.5,$,60618,IL,Chicago,(773) 478-1000,Yes,Yes,Honey Butter Fried Chicken,3361 N Elston Avenue,3.6,$$,60618,IL,Chicago,(773) 478-4000,No,Yes,F
236,Ai Fiori,400 5th Ave,4,$$$$,10018,NY,New York,(212) 613-8660,No,No,Ai Fiori,400 2nd Floor 5th Avenue,4,$$$$,10018,NY,New York,(212) 613-8660,No,No,T
237,Westville Chelsea,246 W 18th St,4,$$,10011,NY,New York,(212) 924-2223,Yes,Yes,Westville,246 W 18th Street,4,$$,10011,NY,New York,(212) 924-2223,Yes,Yes,T
238,Cafe Flora,2901 E Madison St,4,$$,98112,WA,Seattle,(206) 325-9100,No,Yes,Cafe Flore,2298 Market Street,3.6,$$,94114,CA,San Francisco,(415) 621-8579,No,Yes,F
239,The Capital Grille,120 Broadway,4,$$$$,10271,NY,New York,(212) 374-1811,No,No,The Capital Grille,5340 N River Road,3.8,$$$,60018,IL,Chicago,(847) 671-8125,No,Yes,F
240,Aurora Soho,510 Broome St,4,$$$,10013,NY,New York,(212) 334-9020,No,No,Aurora Soho,510 Broome Street,3.7,$$$,10013,NY,New York,(212) 334-9020,No,Yes,T
241,The Bongo Room,1470 N Milwaukee Ave,4,$$,60622,IL,Chicago,(773) 489-0690,No,Yes,The Bongo Room,1152 S Wabash Avenue,4,$$,60605,IL,Chicago,(312) 291-0100,No,Yes,F
242,Daniel's Broiler,809 Fairview Pl N,4,$$$$,98109,WA,Seattle,(206) 621-8262,No,Yes,Daniel's Broiler,809 Fairview Avenue North,3.5,$$$$,98102,WA,Seattle,(206) 621-8262,No,No,T
243,Patsys Pizzeria,450 Dean St,4.5,$$,11217,NY,Brooklyn,(718) 622-2268,No,Yes,Patsy's Pizzeria,2287-91 1st Avenue,4.2,$$,10035,NY,New York,(212) 534-9783,Yes,Yes,F
244,Buona Terra Ristorante,2535 N California Ave,4.5,$$,60647,IL,Chicago,(773) 289-3800,No,Yes,Buona Terra,2535 N California Avenue,4.6,$$$,60647,IL,Chicago,(773) 289-3800,No,Yes,T
245,Stella Pastry & Cafe,446 Columbus Ave,4,$,94133,CA,San Francisco,(415) 986-2914,No,Yes,Stella Pastry & Cafe,446 Columbus Avenue,3.7,$,94133,CA,San Francisco,(415) 986-2914,No,No,T
246,Lolinda,2518 Mission St,4,$$$,94110,CA,San Francisco,(415) 550-6970,No,No,El Techo de Lolinda,2518 Mission District Street,3.4,$$,94110,CA,San Francisco,(415) 550-6970,No,No,T
247,Xi'an Noodles,5259 University Way NE,4,$,98105,WA,Seattle,(206) 522-8888,No,Yes,Chiang's Gourmet,7845 Lake City Way NE,3.8,$$,98115,WA,Seattle,(206) 527-8888,No,Yes,F
248,Morimoto,88 10th Ave,4,$$$$,10011,NY,New York,(212) 989-8883,No,No,Morimoto,88 10th Avenue,4.2,$$$,10011,NY,New York,(212) 989-8883,Yes,Yes,T
249,Half Italian Grocer,2643 N Milwaukee Ave,4,$,60647,IL,Chicago,(773) 227-5600,No,Yes,Art of Pizza,3033 North Ashland Avenue,4.3,$,60657,IL,Chicago,(773) 327-5600,Yes,Yes,F
250,Old Jerusalem Restaurant,2976 Mission St,4,$$,94110,CA,San Francisco,(415) 642-5958,No,Yes,Old Jerusalem Restaurant,2976 Mission District Street,3.8,$$,94110,CA,San Francisco,(415) 642-5958,No,Yes,T
251,Chicago Pizza And Oven Grinder Company,2121 N Clark St,4,$$,60614,IL,Chicago,(773) 248-2570,No,Yes,Chicago Pizza & Oven Grinder Company,2121 N Clark Street,4.5,$$$,60614,IL,Chicago,(773) 248-2570,No,Yes,T
252,Arinell Pizza,509 Valencia St,4,$,94110,CA,San Francisco,(415) 255-1303,No,Yes,Arinell Pizza,509 Valencia Street,3.4,$,94110,CA,San Francisco,(415) 255-1303,No,Yes,T
253,Sushi Nakazawa,23 Commerce St,4.5,$$$$,10014,NY,New York,(212) 924-2212,No,No,Sushi Nakazawa,23 Commerce Street,3.4,$$$$,10014,NY,New York,(212) 924-2212,No,No,T
254,Geja's Cafe,340 W Armitage Ave,4,$$$,60614,IL,Chicago,(773) 281-9101,Yes,Yes,Geja's Cafe,340 W Armitage Avenue,3.9,$$$$,60614,IL,Chicago,(773) 281-9101,No,Yes,T
255,The Capital Grille,1301 4th Ave,4.5,$$$,98101,WA,Seattle,(206) 382-0900,No,No,The Capital Grille,87 Yorktown Shopping Center,3.8,$$$,60148,IL,Chicago,(630) 627-9800,No,Yes,F
256,SO,1010 Bryant St,4,$,94103,CA,San Francisco,(415) 552-7676,No,Yes,So,1010 Bryant Street,3.6,$$,94103,CA,San Francisco,(415) 552-7676,No,No,T
257,Lockdown Bar &  Grill,1024 N Western Ave,4,$$,60622,IL,Chicago,(773) 451-5625,Yes,Yes,Lockdown Bar & Grill,1024 N. Western Avenue,3.8,$$,60622,IL,Chicago,(773) 451-5625,No,Yes,T
258,Bang Bang Pie & Biscuits,2051 N California Ave,4,$$,60647,IL,Chicago,(773) 276-8888,Yes,Yes,Bang Bang Pie Shop,2051 N California Avenue,4.3,$$,60647,IL,Chicago,(773) 276-8888,No,Yes,T
259,Lou Malnati's Pizzeria,1120 N State St,4,$$,60610,IL,Chicago,(312) 725-7777,Yes,Yes,Lou Malnati's Pizzeria,439 N Wells Street,4.2,$$,60654,IL,Chicago,(312) 828-9800,Yes,Yes,F
260,Vanessa's Dumpling House,118A Eldridge St,4,$,10002,NY,New York,(212) 625-8008,No,Yes,Vanessa's Dumpling House,118A Eldridge Street,4,$,10002,NY,New York,(212) 625-8008,No,Yes,T
261,John's Of Bleecker Street,278 Bleecker St,4,$$,10014,NY,New York,(212) 243-1680,No,Yes,John's of Bleecker Street,278 Bleecker Street,4.3,$$,10014,NY,New York,(212) 243-1680,No,Yes,T
262,Lolinda,2518 Mission St,4,$$$,94110,CA,San Francisco,(415) 550-6970,No,No,Humphry Slocombe,Ferry Building,3.3,$,94111,CA,San Francisco,(415) 550-6971,No,No,F
263,Le Bouchon,1958 N Damen Ave,4,$$$,60647,IL,Chicago,(773) 862-6600,No,No,Le Bouchon,1958 N Damen Avenue,4.1,$$$,60647,IL,Chicago,(773) 862-6600,No,Yes,T
264,Doughnut Plant,379 Grand St,4.5,$$,10002,NY,New York,(212) 505-3700,No,Yes,Doughnut Plant,220 Between 7th & 8th Avenue,4.4,$,10011,NY,New York,(212) 675-9100,No,Yes,F
265,Maven,598 Haight St,4,$$,94117,CA,San Francisco,(415) 829-7982,No,Yes,Maven,598 Haight Street,3.3,$$,94117,CA,San Francisco,(415) 829-7982,No,Yes,T
